,0,1
584,16.00181,4.1978035
585,16.157263,6.2389426
586,16.325336,7.671937
587,16.372627,8.732505
588,15.0064745,2.808216
589,15.047397,3.6948276
590,15.177822,4.9347568
591,15.205929,6.1595864
592,15.160143,7.2974854
593,15.370047,8.053012
594,14.0118885,3.7563145
595,14.165383,4.319966
596,14.056858,5.2973065
597,13.944148,5.9453173
598,14.047181,6.8078413
599,13.972767,7.6281204
600,12.959499,4.421441
601,13.211922,4.8820777
602,12.959956,5.668697
603,12.931522,6.0592165
604,12.731838,6.8165793
605,12.643062,7.3337665
606,12.474601,4.873474
607,12.476809,5.251858
608,12.210671,5.7121143
609,12.142293,6.016186
610,12.127534,6.247792
611,12.178219,6.8863473
612,15.636953,1.6923909
613,15.763531,2.4914095
614,15.65714,3.810625
615,16.199003,6.6408505
616,16.23766,7.897885
617,16.197489,8.994266
618,14.99858,2.420342
619,14.953545,3.2570887
620,15.116795,4.6230674
621,15.310571,6.4678936
622,15.36732,7.782664
623,15.467887,8.793762
624,14.293023,3.1727767
625,14.273764,4.01255
626,14.2164545,5.1718016
627,14.370667,6.4820094
628,14.414702,7.4383492
629,14.454846,8.236043
630,13.22673,3.9552312
631,13.111211,4.586638
632,13.148684,5.4808726
633,13.272471,6.1936264
634,13.189671,6.8649955
635,13.118234,7.613764
636,12.169028,4.3987966
637,12.21018,4.8728013
638,12.129566,5.7937922
639,12.099682,6.2862306
640,11.936945,6.528211
641,12.028594,7.0783367
642,11.569111,5.123961
643,11.572385,5.5206084
644,11.475226,5.877324
645,11.329882,6.107003
646,11.238429,6.4830074
647,11.425005,6.9519787
648,18.86732,0.37027538
649,19.034286,0.903787
650,19.333263,2.1693614
651,20.086662,7.778036
652,20.150982,9.0063305
653,20.077457,9.631042
654,18.65853,0.8432221
655,18.795229,1.561915
656,19.081497,2.9012456
657,19.491545,6.96628
658,19.775633,8.302669
659,19.574083,9.101343
660,18.004679,1.6602602
661,18.017483,2.4789042
662,18.394625,3.9438236
663,18.659649,6.3054285
664,18.805927,7.6691146
665,18.709879,8.526663
666,17.063608,2.59021
667,17.45315,3.4591544
668,17.503794,4.636725
669,17.457878,6.04682
670,17.657028,7.193772
671,17.389803,8.088476
672,16.113447,3.3594081
673,16.26927,3.9154735
674,16.565248,4.9017453
675,16.656168,5.8737154
676,16.501205,6.7332373
677,16.296978,7.6779075
678,15.423651,3.8707657
679,16.02175,4.4460363
680,15.812346,5.2168
681,15.78181,5.7974644
682,15.575055,6.530086
683,15.558481,7.199229
684,18.489794,0.43495703
685,18.619247,1.2420778
686,18.889742,2.459291
687,19.484928,7.655027
688,19.43287,8.766536
689,19.373632,9.805817
690,17.982267,1.0928934
691,18.07353,1.9791929
692,18.41661,3.076366
693,18.806232,7.179889
694,18.967754,8.40258
695,19.009268,9.147477
696,17.349142,1.7958083
697,17.490797,2.683729
698,17.539312,4.2518344
699,17.8405,6.424821
700,18.008768,7.7617702
701,17.988207,8.668275
702,16.374525,2.5710993
703,16.528921,3.6784468
704,16.572063,4.924217
705,16.561388,5.9398375
706,16.65563,7.3390584
707,16.654116,8.218176
708,15.336775,3.4444919
709,15.56118,4.2740474
710,15.606717,5.1794376
711,15.639368,6.008572
712,15.772641,7.0750303
713,15.281779,7.650518
714,14.747917,4.0177264
715,14.950793,4.521463
716,15.018097,5.1967034
717,14.727374,5.987094
718,14.880974,6.6844263
719,14.808763,7.259543
720,17.577744,0.51360375
721,17.795048,1.2821732
722,17.864733,2.5194771
723,18.479313,7.74152
724,18.571947,8.679141
725,18.34465,9.509702
726,16.976156,1.1982694
727,17.138847,2.074463
728,17.273293,3.1881633
729,17.643251,7.013028
730,17.827114,8.344456
731,17.867153,9.24948
732,16.148392,2.0460403
733,16.439905,3.0157285
734,16.67566,4.175731
735,16.839924,6.4660954
736,16.851507,7.941024
737,16.715773,8.693796
738,14.982665,2.8954759
739,15.324189,3.937623
740,15.443571,4.9158525
741,15.469603,6.12308
742,15.553471,7.389328
743,15.423812,8.325705
744,14.329818,3.625842
745,14.349564,4.5015793
746,14.456751,5.34698
747,14.354122,5.805684
748,14.318341,6.9446235
749,14.188072,7.7844906
750,13.714351,4.173395
751,13.668582,4.7901144
752,13.658242,5.577539
753,13.468245,6.0443096
754,13.429653,6.466483
755,13.435896,7.410717
756,16.372297,0.7195902
757,16.560986,1.5926069
758,16.918243,2.908803
759,17.13638,7.527658
760,17.352297,8.7247715
761,17.305536,9.487689
762,15.859929,1.3479762
763,15.809587,2.198127
764,16.138636,3.4634058
765,16.428041,6.8545
766,16.624697,8.279664
767,16.372828,9.208105
768,15.050538,2.1853328
769,14.970879,3.2727306
770,15.331051,4.358917
771,15.467464,6.439722
772,15.553733,7.753201
773,15.235743,8.748641
774,13.78337,3.1412747
775,14.037116,3.9292293
776,14.080095,5.068878
777,14.180742,6.184334
778,14.252562,7.230908
779,14.047522,8.091246
780,13.152833,4.0617743
781,13.068123,4.6572075
782,13.308476,5.685371
783,12.981646,6.0835104
784,12.878488,6.9220896
785,13.010578,7.608484
786,12.383811,4.4217477
787,12.287799,5.0151567
788,12.447323,5.8028083
789,12.171131,5.9850664
790,11.957031,6.5092463
791,12.15706,7.226981
792,15.315395,1.0408726
793,15.434143,1.7076092
794,15.456513,3.0937912
795,16.125542,7.6188245
796,16.192171,8.576844
797,16.265945,9.748078
798,14.690384,1.4611056
799,14.654819,2.275702
800,14.825612,3.7583666
801,15.251358,6.8710523
802,15.256498,8.334955
803,15.398945,9.101289
804,13.832315,2.506453
805,13.690802,3.227144
806,14.046018,4.733847
807,14.085659,6.291364
808,14.068221,7.6905384
809,14.277147,8.673334
810,12.703509,3.4380631
811,12.661014,4.226694
812,12.858678,5.214687
813,12.818821,6.2195334
814,12.945852,7.263004
815,12.928513,8.000433
816,11.908004,4.1865335
817,11.898286,4.8599544
818,11.861936,5.633694
819,11.719261,6.1493196
820,11.783279,6.922113
821,11.747673,7.43792
822,11.240766,4.7613745
823,11.276839,5.2962313
824,11.244355,5.9158587
825,10.7967205,6.04688
826,10.929129,6.5547237
827,11.206899,7.045839
828,14.245808,1.3021187
829,14.436619,2.0420008
830,14.329843,3.4319315
831,15.107963,7.7757835
832,15.312737,8.918424
833,15.399725,9.808885
834,13.666124,1.9686246
835,13.89479,2.9393497
836,13.922927,4.2500567
837,14.287037,7.061024
838,14.490017,8.322161
839,14.616722,9.342752
840,12.928241,2.8146605
841,12.911312,3.6491299
842,13.042675,5.0794287
843,13.220072,6.5034256
844,13.177713,7.8630114
845,13.4151745,8.757583
846,11.939123,3.541613
847,11.739451,4.495477
848,11.858032,5.388232
849,12.055265,6.3318157
850,12.102722,7.291032
851,12.190626,8.137703
852,11.052932,4.0302095
853,10.928873,4.871206
854,11.048823,5.8138466
855,10.777383,6.174696
856,10.991945,7.0741506
857,11.295101,7.627432
858,10.515804,4.8634553
859,10.365822,5.3450756
860,10.172094,5.820623
861,10.156712,6.2756925
862,10.138354,6.861099
863,10.434959,7.2868047
864,18.068605,-0.22371009
865,18.352768,0.43038642
866,18.509459,1.2809418
867,19.442715,8.632223
868,19.270802,9.657116
869,19.235043,10.171524
870,17.815035,0.49530917
871,17.885279,1.2112952
872,18.103893,2.1406248
873,18.839003,7.970496
874,18.94111,8.9514065
875,18.806513,9.691574
876,17.082237,1.2071834
877,17.192825,2.0027137
878,17.341629,3.3040922
879,17.63475,7.048336
880,17.848042,8.311866
881,17.730778,9.140739
882,16.1048,2.1958728
883,16.144548,3.0017705
884,16.39475,4.2831187
885,16.616985,6.374938
886,16.528082,7.3693533
887,16.60184,8.630859
888,14.98358,3.0702302
889,15.16439,3.5798628
890,15.478854,4.8771586
891,15.488423,5.937775
892,15.508485,6.9577284
893,15.414149,8.065089
894,14.357802,3.7690122
895,14.600377,4.2380805
896,14.654852,5.223607
897,14.590996,5.9651003
898,14.475295,6.852943
899,14.582389,7.5779185
900,17.450092,-0.2653087
901,17.738676,0.71311367
902,17.847198,1.7339522
903,18.670673,8.645603
904,18.594282,9.527157
905,18.600597,10.337715
906,16.963072,0.58648896
907,17.060402,1.4629581
908,17.315254,2.5025144
909,17.993027,8.001468
910,17.96808,9.050317
911,18.127775,10.041501
912,16.297958,1.3527517
913,16.463839,2.1000702
914,16.530596,3.7140179
915,16.878136,7.010831
916,16.92013,8.251007
917,17.10044,9.330065
918,15.247057,2.1311579
919,15.381318,3.2026355
920,15.5497675,4.743427
921,15.6685705,6.2870717
922,15.605376,7.5245667
923,15.694022,8.531896
924,14.193673,3.3130233
925,14.307869,4.078536
926,14.591269,5.115273
927,14.678734,6.178352
928,14.572465,7.185969
929,14.555837,8.050082
930,13.487736,3.7010345
931,13.584419,4.387471
932,13.815046,5.3434434
933,13.729141,6.247811
934,13.60597,6.9223266
935,13.888945,7.5079894
936,16.486324,0.05442865
937,16.546276,0.8599566
938,16.773352,1.8093514
939,17.641392,8.651544
940,17.726973,9.504467
941,17.544456,10.338934
942,15.855189,0.7656308
943,16.111387,1.4617404
944,16.222345,2.7462592
945,16.851458,7.743307
946,16.836157,8.888829
947,17.035242,9.833054
948,15.1303215,1.6747733
949,15.2845955,2.418636
950,15.5779085,3.7293293
951,15.661487,6.7853994
952,15.814648,8.275209
953,15.834484,9.185087
954,14.106937,2.6375117
955,14.292163,3.494973
956,14.306757,4.767948
957,14.395583,6.506484
958,14.285595,7.7763147
959,14.50576,8.6834
960,13.135346,3.4746745
961,13.304727,4.531385
962,13.37549,5.3179417
963,13.281215,6.193772
964,13.321395,7.228337
965,13.337127,8.03415
966,12.577178,3.9085228
967,12.413188,4.841206
968,12.446169,5.570799
969,12.279631,6.0604644
970,12.48835,6.7826
971,12.627075,7.5888777
972,15.287621,0.08064221
973,15.5401325,1.1449656
974,15.6973295,2.3296304
975,16.33925,8.468053
976,16.574545,9.473128
977,16.292685,10.44165
978,14.82117,0.89314073
979,15.013944,1.7376413
980,14.920373,3.1044333
981,15.468685,7.728697
982,15.6487055,9.022108
983,15.525867,9.935722
984,13.899017,1.7248548
985,13.922988,2.5971217
986,14.089404,4.09547
987,14.216602,7.017614
988,14.36541,8.192519
989,14.287944,9.370108
990,12.870584,2.9840775
991,13.05369,3.7797434
992,13.020605,5.0363216
993,12.980081,6.51228
994,13.035199,7.7151184
995,13.093406,8.528234
996,11.940838,3.7706811
997,11.905822,4.659778
998,11.972162,5.593277
999,11.885112,6.205582
1000,12.018373,7.398692
1001,12.070527,8.180351
1002,11.322572,4.299327
1003,11.18774,5.151666
1004,11.366071,5.933486
1005,10.989891,6.3848715
1006,11.129251,7.087069
1007,11.203806,7.582287
1008,14.153178,0.5742115
1009,14.304641,1.422592
1010,14.14691,2.4570668
1011,15.284569,8.463204
1012,15.438418,9.357572
1013,15.261389,10.108838
1014,13.591479,1.1781783
1015,13.791551,2.14407
1016,13.772198,3.2398627
1017,14.419916,7.7725673
1018,14.406484,9.006048
1019,14.505279,9.821031
1020,12.569126,2.093209
1021,12.679835,2.8583813
1022,12.864329,4.234352
1023,13.14031,6.974287
1024,13.172171,8.215866
1025,13.298727,9.183078
1026,11.54856,3.2111552
1027,11.874346,4.054827
1028,11.852641,5.134106
1029,11.824745,6.4788265
1030,11.858192,7.7298408
1031,12.039432,8.57281
1032,10.848919,3.9972851
1033,10.72697,4.940939
1034,10.702403,5.6382875
1035,10.669544,6.363224
1036,10.8153,7.243532
1037,10.974509,7.9570546
1038,10.1193,4.5212717
1039,10.113034,5.2901654
1040,10.2335415,6.0049534
1041,9.796296,6.486207
1042,10.099573,7.0082345
1043,10.144413,7.5676546
1044,13.267226,0.95316833
1045,13.422911,1.5242645
1046,13.583868,2.655306
1047,14.334241,8.492939
1048,14.438797,9.419594
1049,14.526791,9.964584
1050,12.627302,1.540861
1051,12.980119,2.2052975
1052,13.000162,3.3732917
1053,13.53085,7.899835
1054,13.586683,8.953678
1055,13.552567,9.693529
1056,11.794842,2.4954963
1057,11.872609,3.2890224
1058,12.106505,4.6799574
1059,12.114572,6.915053
1060,12.389525,8.242545
1061,12.287052,9.200137
1062,10.831783,3.3671114
1063,10.808908,4.242677
1064,10.888433,5.348214
1065,10.841706,6.458793
1066,11.074206,7.6041093
1067,11.274709,8.473053
1068,10.098267,4.217345
1069,9.883593,4.8421955
1070,9.991641,5.8301725
1071,9.781561,6.4770923
1072,9.939129,7.3596554
1073,10.194787,8.043319
1074,9.675252,4.6924396
1075,9.286448,5.3508306
1076,9.235879,6.072114
1077,9.192618,6.3835254
1078,9.311405,7.2000437
1079,9.660202,7.782579
1080,17.447311,-0.3012999
1081,17.601131,0.13096389
1082,17.743591,1.1894574
1083,18.694468,9.0089
1084,18.54447,9.963998
1085,18.518366,10.560873
1086,17.072397,0.11599813
1087,17.16242,0.90324163
1088,17.29024,2.0036323
1089,18.004791,8.403596
1090,18.12959,9.572337
1091,18.042519,10.1055
1092,16.304605,0.9044898
1093,16.22927,1.8501525
1094,16.513847,2.9448323
1095,16.864822,7.4254036
1096,17.0739,8.76754
1097,17.024084,9.51568
1098,15.388707,1.9438318
1099,15.363281,2.6003795
1100,15.639665,3.902405
1101,15.667175,6.558334
1102,15.822806,8.081958
